,Title,Date,Id,Summary,URL
53,"Topological photon, spin, and Euclidean group E(2)",2023-07-10 21:09:46+00:00,http://arxiv.org/abs/2307.11095v1,"The proposition that photon is a topological object (J. Math. Phys. 49,
032303, 2008) is given rigorous foundation based on pure vector field theory
independent of the electromagnetic fields. Holomorphy of 4-dimensional
space-time and the nature of topological obstructions are investigated to
articulate singular vortex model for photon. The utility of the Euclidean
symmetry group is discussed in detail for the proposed photon model.",http://arxiv.org/pdf/2307.11095v1
54,Combinatorial generators for the cohomology of toric arrangements,2023-07-10 13:37:56+00:00,http://arxiv.org/abs/2307.04553v1,"We give a new combinatorial description of the cohomology ring structure of
$H^*(M(\mathcal{A});\mathbb{Z})$ of the complement $M(\mathcal{A})$ of a real
complexified toric arrangement $\mathcal{A}$ in $(\mathbb{C}^*)^d$. In
particular, we correct an error in the paper ``The integer cohomology algebra
of toric arrangements'', Adv. Math., 2017.",http://arxiv.org/pdf/2307.04553v1
55,Prime divisors and the number of conjugacy classes of finite groups,2023-07-10 13:24:37+00:00,http://arxiv.org/abs/2307.05579v2,"We prove that there exists a universal constant $D$ such that if $p$ is a
prime divisor of the index of the Fitting subgroup of a finite group $G$, then
the number of conjugacy classes of G is at least $Dp/log_2 p$. We conjecture
that we can take $D=1$ and prove that for solvable groups, we can take $D=1/3$.",http://arxiv.org/pdf/2307.05579v2
56,Dowker-type theorems for disk-polygons in normed planes,2023-07-08 18:20:39+00:00,http://arxiv.org/abs/2307.04026v1,"A classical result of Dowker (Bull. Amer. Math. Soc. 50: 120-122, 1944)
states that for any plane convex body $K$ in the Euclidean plane, the areas of
the maximum (resp. minimum) area convex $n$-gons inscribed (resp.
circumscribed) in $K$ is a concave (resp. convex) sequence. It is known that
this theorem remains true if we replace area by perimeter, the Euclidean plane
by an arbitrary normed plane, or convex $n$-gons by disk-$n$-gons, obtained as
the intersection of $n$ closed Euclidean unit disks. The aim of our paper is to
investigate these problems for $C$-$n$-gons, defined as intersections of $n$
translates of the unit disk $C$ of a normed plane. In particular, we show that
Dowker's theorem remains true for the areas and the perimeters of circumscribed
$C$-$n$-gons, and the perimeters of inscribed $C$-$n$-gons. We also show that
in the family of origin-symmetric plane convex bodies, for a typical element
$C$ with respect to Hausdorff distance, Dowker's theorem for the areas of
inscribed $C$-$n$-gons fails.",http://arxiv.org/pdf/2307.04026v1
57,The structure skew brace associated with a finite non-degenerate solution of the Yang-Baxter equation is finitely presented,2023-07-08 17:15:55+00:00,http://arxiv.org/abs/2307.05540v1,"The aim of this paper is to show that the structure skew brace associated
with a finite non-degenerate solution of the Yang-Baxter equation is finitely
presented.",http://arxiv.org/pdf/2307.05540v1
58,"Spectral radius, fractional $[a,b]$-factor and ID-factor-critical graphs",2023-07-08 03:42:55+00:00,http://arxiv.org/abs/2307.03888v1,"Let $G$ be a graph and $h: E(G)\rightarrow [0,1]$ be a function. For any two
positive integers $a$ and $b$ with $a\leq b$, a fractional $[a,b]$-factor of
$G$ with the indicator function $h$ is a spanning subgraph with vertex set
$V(G)$ and edge set $E_h$ such that $a\leq\sum_{e\in E_{G}(v)}h(e)\leq b$ for
any vertex $v\in V(G)$, where $E_h = \{e\in E(G)|h(e)>0\}$ and $E_{G}(v)=\{e\in
E(G)| e~\mbox{is incident with}~v~\mbox{in}~G\}$. A graph $G$ is
ID-factor-critical if for every independent set $I$ of $G$ whose size has the
same parity as $|V(G)|$, $G-I$ has a perfect matching. In this paper, we
present a tight sufficient condition based on the spectral radius for a graph
to contain a fractional $[a,b]$-factor, which extends the result of Wei and
Zhang [Discrete Math. 346 (2023) 113269]. Furthermore, we also prove a tight
sufficient condition in terms of the spectral radius for a graph with minimum
degree $\delta$ to be ID-factor-critical.",http://arxiv.org/pdf/2307.03888v1
59,Sharp Sobolev inequalities on Riemannian manifolds with ${\sf Ric}\geq 0$ via Optimal Mass Transportation,2023-07-07 11:30:39+00:00,http://arxiv.org/abs/2307.03527v1,"In their seminal work, Cordero-Erausquin, Nazaret and Villani [Adv. Math.,
2004] proved sharp Sobolev inequalities in Euclidean spaces via Optimal Mass
Transportation, raising the question whether their approach is powerful enough
to produce sharp Sobolev inequalities also on Riemannian manifolds. In this
paper we affirmatively answer their question for Riemannian manifolds with
non-negative Ricci curvature; namely, by using Optimal Mass Transportation with
quadratic distance cost, sharp $L^p$-Sobolev and $L^p$-logarithmic Sobolev
inequalities (both for $p>1$ and $p=1$) are established, where the optimal
constants contain the asymptotic volume growth arising from precise asymptotic
properties of the Talentian and Gaussian bubbles. As a byproduct, we give an
alternative, elementary proof to the main result of do Carmo and Xia [Compos.
Math., 2004] (and subsequent results) concerning the quantitative volume
non-collapsing estimates on Riemannian manifolds with non-negative Ricci
curvature that support certain Sobolev inequalities.",http://arxiv.org/pdf/2307.03527v1
60,Zig-zag-matrix algebras and solvable quasi-Hermitian quantum models,2023-07-07 07:51:47+00:00,http://arxiv.org/abs/2307.03439v1,"It is well known that the unitary evolution of a closed $M-$level quantum
system can be generated by a non-Hermitian Hamiltonian $H$ with real spectrum.
Its Hermiticity can be restored via an amended inner-product metric $\Theta$.
In Hermitian cases the evaluation of the spectrum (i.e., of the bound-state
energies) is usually achieved by the diagonalization of the Hamiltonian. In the
non-Hermitian (or, more precisely, in the $\Theta-$quasi-Hermitian) quantum
mechanics we conjecture that the role of the diagonalized-matrix solution of
the quantum bound-state problem could be transferred to a maximally sparse
``zig-zag-matrix'' representation of the Hamiltonians.",http://arxiv.org/pdf/2307.03439v1
61,Supergrowth and sub-wavelength object imaging,2023-07-07 02:21:27+00:00,http://arxiv.org/abs/2307.03352v1,"We further develop the concept of supergrowth [Jordan, Quantum Stud.: Math.
Found. $\textbf{7}$, 285-292 (2020)], a phenomenon complementary to
superoscillation, defined as the local amplitude growth rate of a function
being higher than its largest wavenumber. We identify the superoscillating and
supergrowing regions of a canonical oscillatory function and find the maximum
values of local growth rate and wavenumber. Next, we provide a quantitative
comparison of lengths and relevant intensities between the superoscillating and
the supergrowing regions of a canonical oscillatory function. Our analysis
shows that the supergrowing regions contain intensities that are exponentially
larger in terms of the highest local wavenumber compared to the
superoscillating regions. Finally, we prescribe methods to reconstruct a
sub-wavelength object from the imaging data using both superoscillatory and
supergrowing point spread functions. Our investigation provides an
experimentally preferable alternative to the superoscillation based
superresolution schemes and is relevant to cutting-edge research in far-field
sub-wavelength imaging.",http://arxiv.org/pdf/2307.03352v1
62,"Probability inequalities for strongly left-invariant metric semigroups/monoids, including all Lie groups",2023-07-06 16:51:19+00:00,http://arxiv.org/abs/2307.03125v1,"Recently, a general version of the Hoffmann-Jorgensen inequality was shown
jointly with Rajaratnam [Ann. Probab. 2017], which (a) improved the result even
for real-valued variables, but also (b) simultaneously unified and extended
several versions in the Banach space literature, including that by Hitczenko
and Montgomery-Smith [Ann. Probab. 2001], as well as special cases and variants
of results by Johnson-Schechtman [Ann. Probab. 1989] and Klass-Nowicki [Ann.
Probab. 2000], in addition to the original versions by Kahane and
Hoffmann-Jorgensen. Moreover, our result with Rajaratnam was in a primitive
framework: over all semigroups with a bi-invariant metric; this includes Banach
spaces as well as compact and abelian Lie groups.
  In this note we show the result even more generally: over every semigroup
$\mathscr{G}$ with a strongly left- (or right-)invariant metric. We also prove
some applications of this inequality over such $\mathscr{G}$, extending Banach
space-valued versions by Hitczenko and Montgomery-Smith [Ann. Probab. 2001] and
by Hoffmann-Jorgensen [Studia Math. 1974]. Furthermore, we show several other
stochastic inequalities - by Ottaviani-Skorohod, Mogul'skii, and Levy-Ottaviani
- as well as Levy's equivalence, again over $\mathscr{G}$ as above. This
setting of generality for $\mathscr{G}$ subsumes not only semigroups with
bi-invariant metric (thus extending the previously shown results), but it also
means that these results now hold over all Lie groups (equipped with a
left-invariant Riemannian metric).
  We also explain why this primitive setting of strongly left/right-invariant
metric semigroups $\mathscr{G}$ is equivalent to that of left/right-invariant
metric monoids $\mathscr{G}_\circ$: each such $\mathscr{G}$ embeds in some
$\mathscr{G}_\circ$.",http://arxiv.org/pdf/2307.03125v1
63,Tree expansions of some Lie idempotents},2023-07-06 14:05:17+00:00,http://arxiv.org/abs/2307.03001v1,"We prove that the Catalan Lie idempotent $D_n(a,b)$, introduced in
  [Menous {\it et al.}, Adv. Appl. Math. 51 (2013), 177] can be
  refined by introducing $n$ independent parameters $a_0,\ldots,a_{n-1}$
  and that the coefficient of each monomial is itself a Lie idempotent
  in the descent algebra. These new idempotents are multiplicity-free
  sums of subsets of the Poincar\'e-Birkhoff-Witt basis of the Lie module.
  These results are obtained by embedding noncommutative symmetric functions
into the
  dual noncommutative Connes-Kreimer algebra, which also allows us to
interpret, and rederive in a simpler way,
  Chapoton's results on a two-parameter tree expanded series.",http://arxiv.org/pdf/2307.03001v1
64,Sharp spectral gap estimates for higher-order operators on Cartan-Hadamard manifolds,2023-07-06 10:52:48+00:00,http://arxiv.org/abs/2307.02911v1,"The goal of this paper is to provide sharp spectral gap estimates for
problems involving higher-order operators (including both the clamped and
buckling plate problems) on Cartan-Hadamard manifolds. The proofs are
symmetrization-free -- thus no sharp isoperimetric inequality is needed --
based on two general, yet elementary functional inequalities. The spectral gap
estimate for clamped plates solves a sharp asymptotic problem from Cheng and
Yang [Proc. Amer. Math. Soc., 2011] concerning the behavior of higher-order
eigenvalues on hyperbolic spaces, and answers a question raised in Krist\'aly
[Adv. Math., 2020] on the validity of such sharp estimates in high-dimensional
Cartan-Hadamard manifolds. As a byproduct of the general functional
inequalities, various Rellich inequalities are established in the same
geometric setting.",http://arxiv.org/pdf/2307.02911v1
65,Investigating Blended Math-Science Sensemaking with a diverse undergraduate population,2023-07-05 17:57:11+00:00,http://arxiv.org/abs/2307.02482v1,"Blended mathematical sensemaking in science (MSS) involves deep conceptual
understanding of quantitative relationships describing scientific phenomena.
Previously we developed the cognitive framework describing proficiency in MSS
across STEM disciplines and validated it with undergraduate students from
dominant backgrounds (White, middle class) using assessment built around PhET
simulations. In this study we investigate whether the framework can
characterize engagement in MSS among undergraduate students from diverse
backgrounds and identify potential differences between the two populations. The
framework is effective in characterizing engagement in MSS by undergraduate
students from diverse backgrounds and largely functions as a learning
progression. We have also uncovered a distinct pattern of engagement in MSS
reflected in students successfully developing the mathematical relationship
describing their observations without engaging in a type of MSS focused on
quantitative pattern identification. Unlike students from dominant backgrounds,
diverse students leverage lower level MSS to develop the formula for the
phenomenon. Further, diverse students use PhET simulations to make sense of the
phenomenon more and are more successful in using the simulations to find the
correct mathematical relationship compared to students from dominant
backgrounds. Math preparation has a stronger effect at level 1 compared to
levels 2 and 3 of the framework. The framework can guide the development of
instructional and assessment strategies to support students from diverse
backgrounds in building MSS skills. Further, PhET simulations provide a
suitable and effective learning environment for supporting engagement in and
learning of MSS skills, and their capabilities should be leveraged for
designing learning experiences in the future.",http://arxiv.org/pdf/2307.02482v1
66,Tetrahedron genuine entanglement measure of four-qubit systems,2023-07-05 02:30:51+00:00,http://arxiv.org/abs/2307.01987v1,"Quantifying genuine entanglement is a key task in quantum information theory.
We study the quantification of genuine multipartite entanglement for four-qubit
systems. Based on the concurrence of nine different classes of four-qubit
states, with each class being closed under stochastic local operation and
classical communication, we construct a concurrence tetrahedron. Proper genuine
four-qubit entanglement measure is presented by using the volume of the
concurrence tetrahedron. For non genuine entangled pure states, the four-qubit
entanglement measure classifies the bi-separable entanglement. We show that the
concurrence tetrahedron based measure of genuine four-qubit entanglement is not
equivalent to the genuine four-partite entanglement concurrence. We illustrate
the advantages of the concurrence tetrahedron by detailed examples.",http://arxiv.org/pdf/2307.01987v1
67,"Math Agents: Computational Infrastructure, Mathematical Embedding, and Genomics",2023-07-04 20:16:32+00:00,http://arxiv.org/abs/2307.02502v1,"The advancement in generative AI could be boosted with more accessible
mathematics. Beyond human-AI chat, large language models (LLMs) are emerging in
programming, algorithm discovery, and theorem proving, yet their genomics
application is limited. This project introduces Math Agents and mathematical
embedding as fresh entries to the ""Moore's Law of Mathematics"", using a
GPT-based workflow to convert equations from literature into LaTeX and Python
formats. While many digital equation representations exist, there's a lack of
automated large-scale evaluation tools. LLMs are pivotal as linguistic user
interfaces, providing natural language access for human-AI chat and formal
languages for large-scale AI-assisted computational infrastructure. Given the
infinite formal possibility spaces, Math Agents, which interact with math,
could potentially shift us from ""big data"" to ""big math"". Math, unlike the more
flexible natural language, has properties subject to proof, enabling its use
beyond traditional applications like high-validation math-certified icons for
AI alignment aims. This project aims to use Math Agents and mathematical
embeddings to address the ageing issue in information systems biology by
applying multiscalar physics mathematics to disease models and genomic data.
Generative AI with episodic memory could help analyse causal relations in
longitudinal health records, using SIR Precision Health models. Genomic data is
suggested for addressing the unsolved Alzheimer's disease problem.",http://arxiv.org/pdf/2307.02502v1
68,Functional equivariance and modified vector fields,2023-07-04 16:53:05+00:00,http://arxiv.org/abs/2307.01822v1,"This paper examines functional equivariance, recently introduced by McLachlan
and Stern [Found. Comput. Math. (2022)], from the perspective of backward error
analysis. We characterize the evolution of certain classes of observables
(especially affine and quadratic) by structure-preserving numerical integrators
in terms of their modified vector fields. Several results on invariant
preservation and symplecticity of modified vector fields are thereby
generalized to describe the numerical evolution of non-invariant observables.",http://arxiv.org/pdf/2307.01822v1
69,Sharp Hypercontractivity for Global Functions,2023-07-03 21:12:19+00:00,http://arxiv.org/abs/2307.01356v1,"For a function $f$ on the hypercube $\{0,1\}^n$ with Fourier expansion
$f=\sum_{S\subseteq[n]}\hat f(S)\chi_S$, the hypercontractive inequality for
the noise operator allows bounding norms of $T_\rho f=\sum_S\rho^{|S|}\hat
f(S)\chi_S$ in terms of norms of $f$. If $f$ is Boolean-valued, the level-$d$
inequality allows bounding the norm of $f^{=d}=\sum_{|S|=d}\hat f(S)\chi_S$ in
terms of $E[f]$. These two inequalities play a central role in analysis of
Boolean functions and its applications.
  While both inequalities hold in a sharp form when the hypercube is endowed
with the uniform measure, they do not hold for more general discrete product
spaces. Finding a `natural' generalization was a long-standing open problem. In
[P. Keevash et al., Global hypercontractivity and its applications, J. Amer.
Math. Soc., to appear], a hypercontractive inequality for this setting was
presented, that holds for functions which are `global' -- namely, are not
significantly affected by a restriction of a small set of coordinates. This
hypercontractive inequality is not sharp, which precludes applications to the
symmetric group $S_n$ and to other settings where sharpness of the bound is
crucial. Also, no level-$d$ inequality for global functions over general
discrete product spaces is known.
  We obtain sharp versions of the hypercontractive inequality and of the
level-$d$ inequality for this setting. Our inequalities open the way for
diverse applications to extremal set theory and to group theory. We demonstrate
this by proving quantitative bounds on the size of intersecting families of
sets and vectors under weak symmetry conditions and by describing numerous
applications to the study of functions on $S_n$ -- including hypercontractivity
and level-$d$ inequalities, character bounds, variants of Roth's theorem and of
Bogolyubov's lemma, and diameter bounds, that were obtained using our
techniques.",http://arxiv.org/pdf/2307.01356v1
70,"Effective behaviour of critical-contrast PDEs: micro-resonances, frequency conversion, and time dispersive properties. II",2023-07-03 15:56:16+00:00,http://arxiv.org/abs/2307.01125v1,"For the system of equations of linear elasticity with periodic coefficients
displaying high contrast, in the regime of resonant scaling between the
material properties of the ``soft"" part of the medium and the spatial period,
we construct an asymptotic approximation exhibiting time-dispersive properties
of the medium and prove associated order-sharp error estimates in the sense of
the $L^2\to L^2$ operator norm. The analytic framework presented can be viewed
as an advanced version of the one presented in [Effective behaviour of
critical-contrast PDEs: micro-resonances, frequency conversion, and time
dispersive properties.\,I. Commun. Math. Phys. 375, 1833--1884], where the
corresponding setup of a scalar PDEs was addressed.",http://arxiv.org/pdf/2307.01125v1
71,MWPRanker: An Expression Similarity Based Math Word Problem Retriever,2023-07-03 15:44:18+00:00,http://arxiv.org/abs/2307.01240v1,"Math Word Problems (MWPs) in online assessments help test the ability of the
learner to make critical inferences by interpreting the linguistic information
in them. To test the mathematical reasoning capabilities of the learners,
sometimes the problem is rephrased or the thematic setting of the original MWP
is changed. Since manual identification of MWPs with similar problem models is
cumbersome, we propose a tool in this work for MWP retrieval. We propose a
hybrid approach to retrieve similar MWPs with the same problem model. In our
work, the problem model refers to the sequence of operations to be performed to
arrive at the solution. We demonstrate that our tool is useful for the
mentioned tasks and better than semantic similarity-based approaches, which
fail to capture the arithmetic and logical sequence of the MWPs. A demo of the
tool can be found at https://www.youtube.com/watch?v=gSQWP3chFIs",http://arxiv.org/pdf/2307.01240v1
72,A Fine-Grained Classification of the Complexity of Evaluating the Tutte Polynomial on Integer Points Parameterized by Treewidth and Cutwidth,2023-07-03 14:23:47+00:00,http://arxiv.org/abs/2307.01046v1,"We give a fine-grained classification of evaluating the Tutte polynomial
$T(G;x,y)$ on all integer points on graphs with small treewidth and cutwidth.
Specifically, we show for any point $(x,y) \in \mathbb{Z}^2$ that either
  - can be computed in polynomial time,
  - can be computed in $2^{O(tw)}n^{O(1)}$ time, but not in
$2^{o(ctw)}n^{O(1)}$ time assuming the Exponential Time Hypothesis (ETH),
  - can be computed in $2^{O(tw \log tw)}n^{O(1)}$ time, but not in $2^{o(ctw
\log ctw)}n^{O(1)}$ time assuming the ETH,
  where we assume tree decompositions of treewidth $tw$ and cutwidth
decompositions of cutwidth $ctw$ are given as input along with the input graph
on $n$ vertices and point $(x,y)$.
  To obtain these results, we refine the existing reductions that were
instrumental for the seminal dichotomy by Jaeger, Welsh and Vertigan~[Math.
Proc. Cambridge Philos. Soc'90].
  One of our technical contributions is a new rank bound of a matrix that
indicates whether the union of two forests is a forest itself, which we use to
show that the number of forests of a graph can be counted in
$2^{O(tw)}n^{O(1)}$ time.",http://arxiv.org/pdf/2307.01046v1
73,Normalized clustering peak solutions for Schrödinger equations with general nonlinearities,2023-07-03 03:05:30+00:00,http://arxiv.org/abs/2307.00723v1,"We are concerned with the normalized $\ell$-peak solutions to the nonlinear
Schr\""{o}dinger equation
  \[
  -\varepsilon^2\Delta v+V(x)v=f(v)+\lambda v,\quad
  \int_{\mathbb{R}^N}v^2 =\alpha \varepsilon^N.
  \] Here $\lambda \in \mathbb{R}$ will arise as a Lagrange multiplier, $V$ has
a local maximum point, and $f$ is a general $L^2$-subcritical nonlinearity
satisfying a nonlipschitzian property that $\lim_{s\to0} f(s)/s=-\infty$. The
peaks of solutions that we construct cluster near a local maximum of $V$ as
$\varepsilon\to0$. Since there is no information about the uniqueness or
nondegeneracy for the limiting system, a delicate lower gradient estimate
should be established when the local centers of mass of functions are away from
the local maximum of $V$. We introduce a new method to obtain this estimate,
which is significantly different from the ideas in del Pino and Felmer (Math.
Ann. 2002), where a special gradient flow with high regularity is used, and in
Byeon and Tanaka (J. Eur. Math. Soc. 2013 \& Mem. Amer. Math. Soc. 2014), where
an extra translation flow is introduced. We also give the existence of ground
state solutions for the autonomous problem, i.e., the case $V\equiv0$. The
ground state energy is not always negative and the strict subadditive property
of ground state energy here is achieved by strict concavity.",http://arxiv.org/pdf/2307.00723v1
74,A Menon-type Identity derived using Cohen-Ramanujan sum,2023-07-01 13:51:15+00:00,http://arxiv.org/abs/2307.00346v1,"Menon's identity is a classical identity involving gcd sums and the Euler
totient function $\phi$. We derived the Menon-type identity
$\sum\limits_{\substack{m=1\\(m.n^s)_s=1}}^{n^s}
(m-1,n^s)_s=\Phi_s(n^s)\tau_s(n^s)$ in Czechoslovak Math. J., 72(1):165-176
(2022) where $\Phi_s$ denotes the Klee's function and $(a,b)_s$ denotes a a
generalization of the gcd function. Here we give an alternate method to derive
this identity using the concept of Cohen-Ramanujan sum.",http://arxiv.org/pdf/2307.00346v1
75,Functional Donoho-Stark Approximate Support Uncertainty Principle,2023-07-01 04:11:02+00:00,http://arxiv.org/abs/2307.01215v1,"Let $(\{f_j\}_{j=1}^n, \{\tau_j\}_{j=1}^n)$ and $(\{g_k\}_{k=1}^n,
\{\omega_k\}_{k=1}^n)$ be two p-orthonormal bases for a finite dimensional
Banach space $\mathcal{X}$. If $ x \in \mathcal{X}\setminus\{0\}$ is such that
$\theta_fx$ is $\varepsilon$-supported on $M\subseteq \{1,\dots, n\}$ w.r.t.
p-norm and $\theta_gx$ is $\delta$-supported on $N\subseteq \{1,\dots, n\}$
w.r.t. p-norm, then we show that \begin{align}\label{ME} (1) \quad \quad \quad
\quad &o(M)^\frac{1}{p}o(N)^\frac{1}{q}\geq \frac{1}{\displaystyle \max_{1\leq
j,k\leq n}|f_j(\omega_k) |}\max \{1-\varepsilon-\delta, 0\},\\ (2) \quad \quad
\quad \quad&o(M)^\frac{1}{q}o(N)^\frac{1}{p}\geq \frac{1}{\displaystyle
\max_{1\leq j,k\leq n}|g_k(\tau_j) |}\max \{1-\varepsilon-\delta,
0\},\label{ME2} \end{align} where \begin{align*} \theta_f: \mathcal{X} \ni x
\mapsto (f_j(x) )_{j=1}^n \in \ell^p([n]); \quad \theta_g: \mathcal{X} \ni x
\mapsto (g_k(x) )_{k=1}^n \in \ell^p([n]) \end{align*} and $q$ is the conjugate
index of $p$. We call Inequalities (1) and (2) as \textbf{Functional
Donoho-Stark Approximate Support Uncertainty Principle}. Inequalities (1) and
(2) improve the finite approximate support uncertainty principle obtained by
Donoho and Stark \textit{[SIAM J. Appl. Math., 1989]}.",http://arxiv.org/pdf/2307.01215v1
76,On the rigidity of the 2D incompressible Euler equations,2023-07-01 02:15:28+00:00,http://arxiv.org/abs/2307.00197v1,"We consider rigidity properties of steady Euler flows in two-dimensional
bounded domains. We prove that steady Euler flows in a disk with exactly one
interior stagnation point and tangential boundary conditions must be circular
flows, which confirms a conjecture proposed by F. Hamel and N. Nadirashvili in
[J. Eur. Math. Soc., 25 (2023), no. 1, 323-368]. Moreover, for steady Euler
flows on annuli with tangential boundary conditions, we prove that they must be
circular flows provided there is no stagnation point inside, which answers
another open problem proposed by F. Hamel and N. Nadirashvili in the same
paper. We secondly show that the no-slip boundary conditions would result in
absolute rigidity in the sense that except for the disks (\emph{resp}. annuli),
there is no other smooth simply (\emph{resp}. doubly) connected bounded domain
on which there exists a steady flow with only one (\emph{resp}. no) interior
stagnation point and no-slip boundary conditions, and if present on the other
hand, the flow must be circular. The arguments are based on the geometry of
streamlines and 'local' symmetry properties for the non-negative solutions of
semi-linear elliptic problems.",http://arxiv.org/pdf/2307.00197v1
77,"Amenability, exactness and weak containment property for groupoids",2023-06-30 12:38:49+00:00,http://arxiv.org/abs/2306.17613v1,"From the mid-1970s, Eberhard Kirchberg undertook a remarkable extensive study
of $C^*$-algebras exactness whose applications spread out to many branches of
analysis. In this review we focus on the case of groupoid $C^*$-algebras for
which the notion of exactness needs to be better understood. In particular some
versions of exactness play an important role in the study of the weak
containment problem, that is whether the coincidence of the full and reduced
groupoid $C^*$-algebras implies the amenability of the groupoid or not.",http://arxiv.org/pdf/2306.17613v1
78,Methods for non-proportional hazards in clinical trials: A systematic review,2023-06-29 11:08:22+00:00,http://arxiv.org/abs/2306.16858v1,"For the analysis of time-to-event data, frequently used methods such as the
log-rank test or the Cox proportional hazards model are based on the
proportional hazards assumption, which is often debatable. Although a wide
range of parametric and non-parametric methods for non-proportional hazards
(NPH) has been proposed, there is no consensus on the best approaches. To close
this gap, we conducted a systematic literature search to identify statistical
methods and software appropriate under NPH. Our literature search identified
907 abstracts, out of which we included 211 articles, mostly methodological
ones. Review articles and applications were less frequently identified. The
articles discuss effect measures, effect estimation and regression approaches,
hypothesis tests, and sample size calculation approaches, which are often
tailored to specific NPH situations. Using a unified notation, we provide an
overview of methods available. Furthermore, we derive some guidance from the
identified articles. We summarized the contents from the literature review in a
concise way in the main text and provide more detailed explanations in the
supplement (page 29).",http://arxiv.org/pdf/2306.16858v1
79,CMATH: Can Your Language Model Pass Chinese Elementary School Math Test?,2023-06-29 02:19:50+00:00,http://arxiv.org/abs/2306.16636v1,"We present the Chinese Elementary School Math Word Problems (CMATH) dataset,
comprising 1.7k elementary school-level math word problems with detailed
annotations, source from actual Chinese workbooks and exams. This dataset aims
to provide a benchmark tool for assessing the following question: to what grade
level of elementary school math do the abilities of popular large language
models (LLMs) correspond? We evaluate a variety of popular LLMs, including both
commercial and open-source options, and discover that only GPT-4 achieves
success (accuracy $\geq$ 60\%) across all six elementary school grades, while
other models falter at different grade levels. Furthermore, we assess the
robustness of several top-performing LLMs by augmenting the original problems
in the CMATH dataset with distracting information. Our findings reveal that
GPT-4 is able to maintains robustness, while other model fail. We anticipate
that our study will expose limitations in LLMs' arithmetic and reasoning
capabilities, and promote their ongoing development and advancement.",http://arxiv.org/pdf/2306.16636v1
80,Topology and monoid representations,2023-06-28 17:15:08+00:00,http://arxiv.org/abs/2306.16379v1,"The goal of this paper is to use topological methods to compute
$\mathrm{Ext}$ between an irreducible representation of a finite monoid
inflated from its group completion and one inflated from its group of units, or
more generally coinduced from a maximal subgroup, via a spectral sequence that
collapses on the $E_2$-page over fields of good characteristic. For von Neumann
regular monoids in which Green's $\mathscr L$- and $\mathscr J$-relations
coincide (e.g., left regular bands), the computation of $\mathrm{Ext}$ between
arbitrary simple modules reduces to this case, and so our results subsume those
of S. Margolis, F. Saliola, and B. Steinberg, Combinatorial topology and the
global dimension of algebras arising in combinatorics, J. Eur. Math. Soc.
(JEMS), 17, 3037-3080 (2015).
  Applications include computing $\mathrm{Ext}$ between arbitrary simple
modules and computing a quiver presentation for the algebra of Hsiao's monoid
of ordered $G$-partitions (connected to the Mantaci-Reutenauer descent algebra
for the wreath product $G\wr S_n$). We show that this algebra is Koszul,
compute its Koszul dual and compute minimal projective resolutions of all the
simple modules using topology. These generalize the results of S. Margolis, F.
V. Saliola, and B. Steinberg. Cell complexes, poset topology and the
representation theory of algebras arising in algebraic combinatorics and
discrete geometry, Mem. Amer. Math. Soc., 274, 1-135, (2021). We also determine
the global dimension of the algebra of the monoid of all affine transformations
of a vector space over a finite field. We provide a topological
characterization of when a monoid homomorphism induces a homological
epimorphism of monoid algebras and apply it to semidirect products. Topology is
used to construct projective resolutions of modules inflated from the group
completion for sufficiently nice monoids.",http://arxiv.org/pdf/2306.16379v1
81,"Weak Compactness Criterion in $ W^{k, 1} $ with an Existence Theorem of Minimizers",2023-06-28 02:06:13+00:00,http://arxiv.org/abs/2306.15871v1,"Nelson Dunford and Billy James Pettis [{\em Trans. Amer. Math. Soc.}, 47
(1940), pp. 323--392] proved that relatively weakly compact subsets of $ L^1 $
coincide with equi-integrable families. We expand it to the case of $ W^{k,1} $
- the non-reflexive Sobolev space - by a tailor-made isometric operator. Herein
we extend an existence theorem of minimizers from reflexive Sobolev spaces to
non-reflexive ones.",http://arxiv.org/pdf/2306.15871v1
